Ticker,Date/Time,VNINDEX Close,Portfolio Equity
VNINDEX,21/12/2010 00:00,481.78,101604.38
VNINDEX,22/12/2010 00:00,481.53,101195.77
VNINDEX,23/12/2010 00:00,475.41,98071.44
VNINDEX,24/12/2010 00:00,472.76,98104.42
VNINDEX,27/12/2010 00:00,473.05,98104.42
VNINDEX,28/12/2010 00:00,479.33,98104.42
VNINDEX,29/12/2010 00:00,478.75,98104.42
VNINDEX,30/12/2010 00:00,481.4,98104.42
VNINDEX,31/12/2010 00:00,484.66,98104.42
VNINDEX,04/01/2011 00:00,485.97,98104.42
VNINDEX,05/01/2011 00:00,481.91,98104.42
VNINDEX,06/01/2011 00:00,482.31,98104.42
VNINDEX,07/01/2011 00:00,481.86,98104.42
VNINDEX,10/01/2011 00:00,480.55,98104.42
VNINDEX,11/01/2011 00:00,477.44,98104.42
VNINDEX,12/01/2011 00:00,478.45,98104.42
VNINDEX,13/01/2011 00:00,484.12,98104.42
VNINDEX,14/01/2011 00:00,489.22,98104.42
VNINDEX,17/01/2011 00:00,495.16,98104.42
VNINDEX,18/01/2011 00:00,497.43,98104.42
VNINDEX,19/01/2011 00:00,505.91,98104.42
VNINDEX,20/01/2011 00:00,511.98,98104.42
VNINDEX,21/01/2011 00:00,519.5,98104.42
VNINDEX,24/01/2011 00:00,509.88,98104.42
VNINDEX,25/01/2011 00:00,501.97,98104.42
VNINDEX,26/01/2011 00:00,501.25,98104.42
VNINDEX,27/01/2011 00:00,502.68,98104.42
VNINDEX,28/01/2011 00:00,510.6,98104.42
VNINDEX,08/02/2011 00:00,520.69,98104.42
VNINDEX,09/02/2011 00:00,522.59,97054.74
VNINDEX,10/02/2011 00:00,520.23,97229.72
VNINDEX,11/02/2011 00:00,519.98,97827.46
VNINDEX,14/02/2011 00:00,514.05,97086.29
VNINDEX,15/02/2011 00:00,517.87,97711.38
VNINDEX,16/02/2011 00:00,513.11,97734.66
VNINDEX,17/02/2011 00:00,509.83,96348.54
VNINDEX,18/02/2011 00:00,503.92,95194.73
VNINDEX,21/02/2011 00:00,483.68,93537.55
VNINDEX,22/02/2011 00:00,470.02,93537.55
VNINDEX,23/02/2011 00:00,470.67,93537.55
VNINDEX,24/02/2011 00:00,461.29,93537.55
VNINDEX,25/02/2011 00:00,466.96,93537.55
VNINDEX,28/02/2011 00:00,461.37,93537.55
VNINDEX,01/03/2011 00:00,466.12,93537.55
VNINDEX,02/03/2011 00:00,457.83,93537.55
VNINDEX,03/03/2011 00:00,452.34,93537.55
VNINDEX,04/03/2011 00:00,459.23,93537.55
VNINDEX,07/03/2011 00:00,468.22,93537.55
VNINDEX,08/03/2011 00:00,475.38,93537.55
VNINDEX,09/03/2011 00:00,470.51,93537.55
VNINDEX,10/03/2011 00:00,482.49,93537.55
VNINDEX,11/03/2011 00:00,495.06,93537.55
VNINDEX,14/03/2011 00:00,479.9,93537.55
VNINDEX,15/03/2011 00:00,468.74,93537.55
VNINDEX,16/03/2011 00:00,463.58,93537.55
VNINDEX,17/03/2011 00:00,460.53,93537.55
VNINDEX,18/03/2011 00:00,461.08,93537.55
VNINDEX,21/03/2011 00:00,468.25,93537.55
VNINDEX,22/03/2011 00:00,464.8,93537.55
VNINDEX,23/03/2011 00:00,467.64,93537.55
VNINDEX,24/03/2011 00:00,461.32,93537.55
VNINDEX,25/03/2011 00:00,457.74,93537.55
VNINDEX,28/03/2011 00:00,459.52,93537.55
VNINDEX,29/03/2011 00:00,457.88,93537.55
VNINDEX,30/03/2011 00:00,460.04,93537.55
VNINDEX,31/03/2011 00:00,461.13,93537.55
VNINDEX,01/04/2011 00:00,459.17,93537.55
VNINDEX,04/04/2011 00:00,457.25,93537.55
VNINDEX,05/04/2011 00:00,457.2,93537.55
VNINDEX,06/04/2011 00:00,464.94,93537.55
VNINDEX,07/04/2011 00:00,463.49,93537.55
VNINDEX,08/04/2011 00:00,464.29,93537.55
VNINDEX,13/04/2011 00:00,461.01,93537.55
VNINDEX,14/04/2011 00:00,460.63,93537.55
VNINDEX,15/04/2011 00:00,460.96,93537.55
VNINDEX,18/04/2011 00:00,455.46,93537.55
VNINDEX,19/04/2011 00:00,453.74,93537.55
VNINDEX,20/04/2011 00:00,458.5,93537.55
VNINDEX,21/04/2011 00:00,460.3,93537.55
VNINDEX,22/04/2011 00:00,456.45,93537.55
VNINDEX,25/04/2011 00:00,465.62,93537.55
VNINDEX,26/04/2011 00:00,461.86,93537.55
VNINDEX,27/04/2011 00:00,469.32,93537.55
VNINDEX,28/04/2011 00:00,472.93,93537.55
VNINDEX,29/04/2011 00:00,480.08,93537.55
VNINDEX,04/05/2011 00:00,486.58,93537.55
VNINDEX,05/05/2011 00:00,479.29,90954.4
VNINDEX,06/05/2011 00:00,472.71,92366.91
VNINDEX,09/05/2011 00:00,477.47,93188.95
VNINDEX,10/05/2011 00:00,481.29,93188.95
VNINDEX,11/05/2011 00:00,483.15,93188.95
VNINDEX,12/05/2011 00:00,482.14,93188.95
VNINDEX,13/05/2011 00:00,479.67,93188.95
VNINDEX,16/05/2011 00:00,471.49,93188.95
VNINDEX,17/05/2011 00:00,464.35,93188.95
VNINDEX,18/05/2011 00:00,454.91,93188.95
VNINDEX,19/05/2011 00:00,444.85,93188.95
VNINDEX,20/05/2011 00:00,432.87,93188.95
VNINDEX,23/05/2011 00:00,417.82,93188.95
VNINDEX,24/05/2011 00:00,402.59,93188.95
VNINDEX,25/05/2011 00:00,386.36,93188.95
VNINDEX,26/05/2011 00:00,398.04,93188.95
VNINDEX,27/05/2011 00:00,410.82,93188.95
VNINDEX,30/05/2011 00:00,412.1,93188.95
VNINDEX,31/05/2011 00:00,421.37,93188.95
VNINDEX,01/06/2011 00:00,435.69,93188.95
VNINDEX,02/06/2011 00:00,450.59,95214.91
VNINDEX,03/06/2011 00:00,443.41,96165.74
VNINDEX,06/06/2011 00:00,433.81,95499.86
VNINDEX,07/06/2011 00:00,443.68,99375.52
VNINDEX,08/06/2011 00:00,439.57,98002.7
VNINDEX,09/06/2011 00:00,443.95,100645.45
VNINDEX,10/06/2011 00:00,445,104494.5
VNINDEX,13/06/2011 00:00,442.69,108400.27
VNINDEX,14/06/2011 00:00,441.54,107543.33
VNINDEX,15/06/2011 00:00,441.45,104886.43
VNINDEX,16/06/2011 00:00,445.17,104688.68
VNINDEX,17/06/2011 00:00,438.93,99239.16
VNINDEX,20/06/2011 00:00,431.63,96677.8
VNINDEX,21/06/2011 00:00,442.74,100502.17
VNINDEX,22/06/2011 00:00,439.63,99295.85
VNINDEX,23/06/2011 00:00,434.75,97377.83
VNINDEX,24/06/2011 00:00,433.4,98655.85
VNINDEX,27/06/2011 00:00,434.25,99265.12
VNINDEX,28/06/2011 00:00,432.31,96956.55
VNINDEX,29/06/2011 00:00,434.6,96524.88
VNINDEX,30/06/2011 00:00,432.54,93926.34
VNINDEX,01/07/2011 00:00,425.29,93126.88
VNINDEX,04/07/2011 00:00,425.42,93045.98
VNINDEX,05/07/2011 00:00,431.03,95450.29
VNINDEX,06/07/2011 00:00,428.3,92874.13
VNINDEX,07/07/2011 00:00,429.99,92090.78
VNINDEX,08/07/2011 00:00,430.32,91141.19
VNINDEX,11/07/2011 00:00,425.09,88690.6
VNINDEX,12/07/2011 00:00,417.25,88023.89
VNINDEX,13/07/2011 00:00,418.18,88720.61
VNINDEX,14/07/2011 00:00,418.93,88720.61
VNINDEX,15/07/2011 00:00,414.74,88720.61
VNINDEX,18/07/2011 00:00,415.77,88720.61
VNINDEX,19/07/2011 00:00,410.12,88720.61
VNINDEX,20/07/2011 00:00,416.77,88720.61
VNINDEX,21/07/2011 00:00,413.06,88720.61
VNINDEX,22/07/2011 00:00,409.2,88720.61
VNINDEX,25/07/2011 00:00,409.36,88720.61
VNINDEX,26/07/2011 00:00,409.39,88720.61
VNINDEX,27/07/2011 00:00,409.4,88720.61
VNINDEX,28/07/2011 00:00,408.39,88720.61
VNINDEX,29/07/2011 00:00,405.7,88720.61
VNINDEX,01/08/2011 00:00,401.95,88720.61
VNINDEX,02/08/2011 00:00,396.55,88720.61
VNINDEX,03/08/2011 00:00,391.47,88720.61
VNINDEX,04/08/2011 00:00,396.05,88720.61
VNINDEX,05/08/2011 00:00,400.88,88720.61
VNINDEX,08/08/2011 00:00,396.41,88720.61
VNINDEX,09/08/2011 00:00,387.7,88720.61
VNINDEX,10/08/2011 00:00,385.96,88720.61
VNINDEX,11/08/2011 00:00,384.44,88720.61
VNINDEX,12/08/2011 00:00,383.92,88720.61
VNINDEX,15/08/2011 00:00,384.32,88720.61
VNINDEX,16/08/2011 00:00,386.48,88720.61
VNINDEX,17/08/2011 00:00,393.46,88720.61
VNINDEX,18/08/2011 00:00,402.89,88720.61
VNINDEX,19/08/2011 00:00,400.76,88720.61
VNINDEX,22/08/2011 00:00,406.03,88720.61
VNINDEX,23/08/2011 00:00,401.28,88720.61
VNINDEX,24/08/2011 00:00,396.68,88720.61
VNINDEX,25/08/2011 00:00,401.65,88720.61
VNINDEX,26/08/2011 00:00,404.41,88720.61
VNINDEX,29/08/2011 00:00,413.37,88720.61
VNINDEX,30/08/2011 00:00,419.26,88720.61
VNINDEX,31/08/2011 00:00,424.71,88720.61
VNINDEX,01/09/2011 00:00,435.29,88720.61
VNINDEX,05/09/2011 00:00,435.73,87723.11
VNINDEX,06/09/2011 00:00,436.16,86169.84
VNINDEX,07/09/2011 00:00,443.99,89130.22
VNINDEX,08/09/2011 00:00,453.26,90748.75
VNINDEX,09/09/2011 00:00,459.92,91569.68
VNINDEX,12/09/2011 00:00,462.93,92815.26
VNINDEX,13/09/2011 00:00,469.4,95039.41
VNINDEX,14/09/2011 00:00,466.99,94924.97
VNINDEX,15/09/2011 00:00,470.67,95304.65
VNINDEX,16/09/2011 00:00,457.11,92709.48
VNINDEX,19/09/2011 00:00,461.68,93659.36
VNINDEX,20/09/2011 00:00,454.37,90996.32
VNINDEX,21/09/2011 00:00,447.57,91252.86
VNINDEX,22/09/2011 00:00,449.26,91252.86
VNINDEX,23/09/2011 00:00,440.3,91252.86
VNINDEX,26/09/2011 00:00,434.43,91252.86
VNINDEX,27/09/2011 00:00,437.47,91252.86
VNINDEX,28/09/2011 00:00,433.97,91252.86
VNINDEX,29/09/2011 00:00,428.08,91252.86
VNINDEX,30/09/2011 00:00,427.6,91252.86
VNINDEX,03/10/2011 00:00,422.12,91252.86
VNINDEX,04/10/2011 00:00,418.18,91252.86
VNINDEX,05/10/2011 00:00,417.21,91252.86
VNINDEX,06/10/2011 00:00,421.32,91252.86
VNINDEX,07/10/2011 00:00,417.96,91252.86
VNINDEX,10/10/2011 00:00,419.66,91252.86
VNINDEX,11/10/2011 00:00,417.73,91252.86
VNINDEX,12/10/2011 00:00,410.91,91252.86
VNINDEX,13/10/2011 00:00,412.59,91252.86
VNINDEX,14/10/2011 00:00,414.49,91252.86
VNINDEX,17/10/2011 00:00,410.84,91252.86
VNINDEX,18/10/2011 00:00,404.32,91252.86
VNINDEX,19/10/2011 00:00,401.15,91252.86
VNINDEX,20/10/2011 00:00,403.73,91252.86
VNINDEX,21/10/2011 00:00,411.03,91252.86
VNINDEX,24/10/2011 00:00,414.46,91252.86
VNINDEX,25/10/2011 00:00,409.38,91252.86
VNINDEX,26/10/2011 00:00,412.1,91252.86
VNINDEX,27/10/2011 00:00,414.75,91252.86
VNINDEX,28/10/2011 00:00,422.07,91252.86
VNINDEX,31/10/2011 00:00,420.81,91252.86
VNINDEX,01/11/2011 00:00,413.82,91252.86
VNINDEX,02/11/2011 00:00,407.79,90480.73
VNINDEX,03/11/2011 00:00,408.44,90397.27
VNINDEX,04/11/2011 00:00,410.57,90397.27
VNINDEX,07/11/2011 00:00,410.52,90397.27
VNINDEX,08/11/2011 00:00,408.6,90397.27
VNINDEX,09/11/2011 00:00,405.19,90397.27
VNINDEX,10/11/2011 00:00,401.03,90397.27
VNINDEX,11/11/2011 00:00,396.3,90397.27
VNINDEX,14/11/2011 00:00,391.74,90397.27
VNINDEX,15/11/2011 00:00,387.87,90397.27
VNINDEX,16/11/2011 00:00,390.89,90397.27
VNINDEX,17/11/2011 00:00,385.86,90397.27
VNINDEX,18/11/2011 00:00,379.62,90397.27
VNINDEX,21/11/2011 00:00,379.14,90397.27
VNINDEX,22/11/2011 00:00,381.76,90397.27
VNINDEX,23/11/2011 00:00,388.57,90397.27
VNINDEX,24/11/2011 00:00,381.78,90397.27
VNINDEX,25/11/2011 00:00,383.35,90397.27
VNINDEX,28/11/2011 00:00,383.31,90397.27
VNINDEX,29/11/2011 00:00,382.9,90397.27
VNINDEX,30/11/2011 00:00,380.69,90397.27
VNINDEX,01/12/2011 00:00,380.1,90397.27
VNINDEX,02/12/2011 00:00,383.88,90397.27
VNINDEX,05/12/2011 00:00,391.19,90397.27
VNINDEX,06/12/2011 00:00,390.2,90397.27
VNINDEX,07/12/2011 00:00,387.21,90397.27
VNINDEX,08/12/2011 00:00,381.63,90397.27
VNINDEX,09/12/2011 00:00,377.16,90397.27
VNINDEX,12/12/2011 00:00,375.3,90397.27
VNINDEX,13/12/2011 00:00,371.75,90397.27
VNINDEX,14/12/2011 00:00,367.55,90397.27
VNINDEX,15/12/2011 00:00,364.48,90397.27
VNINDEX,16/12/2011 00:00,366.03,90397.27
VNINDEX,19/12/2011 00:00,367.4,90397.27
VNINDEX,20/12/2011 00:00,365.67,90397.27
VNINDEX,21/12/2011 00:00,367.72,90397.27
VNINDEX,22/12/2011 00:00,360.37,90397.27
VNINDEX,23/12/2011 00:00,356.21,90397.27
VNINDEX,26/12/2011 00:00,352.68,90397.27
VNINDEX,27/12/2011 00:00,347.8,90397.27
VNINDEX,28/12/2011 00:00,350.66,90397.27
VNINDEX,29/12/2011 00:00,350.51,90397.27
VNINDEX,30/12/2011 00:00,351.55,90397.27
VNINDEX,03/01/2012 00:00,350,90397.27
VNINDEX,04/01/2012 00:00,348.84,90397.27
VNINDEX,05/01/2012 00:00,340.94,90397.27
VNINDEX,06/01/2012 00:00,336.73,90397.27
VNINDEX,09/01/2012 00:00,339.32,90397.27
VNINDEX,10/01/2012 00:00,344.68,90397.27
VNINDEX,11/01/2012 00:00,347.43,90397.27
VNINDEX,12/01/2012 00:00,348.11,90397.27
VNINDEX,13/01/2012 00:00,354.33,90397.27
VNINDEX,16/01/2012 00:00,357.87,90397.27
VNINDEX,17/01/2012 00:00,358.86,90397.27
VNINDEX,18/01/2012 00:00,362.66,90397.27
VNINDEX,19/01/2012 00:00,373.43,90397.27
VNINDEX,20/01/2012 00:00,373,90397.27
VNINDEX,30/01/2012 00:00,384.94,90397.27
VNINDEX,31/01/2012 00:00,387.97,90397.27
VNINDEX,01/02/2012 00:00,390.67,90397.27
VNINDEX,02/02/2012 00:00,401.61,93364.66
VNINDEX,03/02/2012 00:00,401.74,91808.55
