Ticker,Date/Time,VNINDEX Close,Portfolio Equity
VNINDEX,04/01/2010 00:00,517.05,
VNINDEX,05/01/2010 00:00,532.53,99493.24
VNINDEX,06/01/2010 00:00,534.46,99110.04
VNINDEX,07/01/2010 00:00,533.34,99181.38
VNINDEX,08/01/2010 00:00,520.9,96925.89
VNINDEX,11/01/2010 00:00,515.06,95481.16
VNINDEX,12/01/2010 00:00,498.31,92685.82
VNINDEX,13/01/2010 00:00,508.61,91140.78
VNINDEX,14/01/2010 00:00,512.33,91140.78
VNINDEX,15/01/2010 00:00,505.42,91140.78
VNINDEX,18/01/2010 00:00,487.13,91140.78
VNINDEX,19/01/2010 00:00,495.51,91140.78
VNINDEX,20/01/2010 00:00,489.5,91140.78
VNINDEX,21/01/2010 00:00,478.42,91140.78
VNINDEX,22/01/2010 00:00,477.59,91140.78
VNINDEX,25/01/2010 00:00,480.91,91140.78
VNINDEX,26/01/2010 00:00,497.9,91140.78
VNINDEX,27/01/2010 00:00,486.41,91140.78
VNINDEX,28/01/2010 00:00,481.76,91140.78
VNINDEX,29/01/2010 00:00,481.96,91140.78
VNINDEX,01/02/2010 00:00,486.95,91140.78
VNINDEX,02/02/2010 00:00,487.93,91140.78
VNINDEX,03/02/2010 00:00,495.48,91140.78
VNINDEX,04/02/2010 00:00,503.83,91140.78
VNINDEX,05/02/2010 00:00,493.04,91140.78
VNINDEX,08/02/2010 00:00,491.2,91140.78
VNINDEX,09/02/2010 00:00,482.89,91140.78
VNINDEX,10/02/2010 00:00,490.91,91140.78
VNINDEX,11/02/2010 00:00,499.94,91140.78
VNINDEX,12/02/2010 00:00,507,91140.78
VNINDEX,22/02/2010 00:00,510.02,91140.78
VNINDEX,23/02/2010 00:00,496.29,91140.78
VNINDEX,24/02/2010 00:00,494.59,91140.78
VNINDEX,25/02/2010 00:00,494.99,91140.78
VNINDEX,26/02/2010 00:00,496.91,91140.78
VNINDEX,01/03/2010 00:00,503.01,91140.78
VNINDEX,02/03/2010 00:00,501,89827.31
VNINDEX,03/03/2010 00:00,507.32,91187.68
VNINDEX,04/03/2010 00:00,511.91,92148.84
VNINDEX,05/03/2010 00:00,513.39,93358.6
VNINDEX,08/03/2010 00:00,521.12,95031.35
VNINDEX,09/03/2010 00:00,527.27,96844.94
VNINDEX,10/03/2010 00:00,525.67,95551.48
VNINDEX,11/03/2010 00:00,524.64,96123.93
VNINDEX,12/03/2010 00:00,531.51,97643.9
VNINDEX,15/03/2010 00:00,531.86,96215.7
VNINDEX,16/03/2010 00:00,516.08,93439.77
VNINDEX,17/03/2010 00:00,510.85,93797.92
VNINDEX,18/03/2010 00:00,519.73,93797.92
VNINDEX,19/03/2010 00:00,515.99,93797.92
VNINDEX,22/03/2010 00:00,511.58,93797.92
VNINDEX,23/03/2010 00:00,506.53,93797.92
VNINDEX,24/03/2010 00:00,512.12,93797.92
VNINDEX,25/03/2010 00:00,503.39,93797.92
VNINDEX,26/03/2010 00:00,505.3,93797.92
VNINDEX,29/03/2010 00:00,505.67,93797.92
VNINDEX,30/03/2010 00:00,500.72,93797.92
VNINDEX,31/03/2010 00:00,499.24,93797.92
VNINDEX,01/04/2010 00:00,508.18,93797.92
VNINDEX,02/04/2010 00:00,510.48,93797.92
VNINDEX,05/04/2010 00:00,514.79,93797.92
VNINDEX,06/04/2010 00:00,515.33,93797.92
VNINDEX,07/04/2010 00:00,515.82,93797.92
VNINDEX,08/04/2010 00:00,515.93,93797.92
VNINDEX,09/04/2010 00:00,517.42,93797.92
VNINDEX,12/04/2010 00:00,519.93,93797.92
VNINDEX,13/04/2010 00:00,517.98,93797.92
VNINDEX,14/04/2010 00:00,516.21,93797.92
VNINDEX,15/04/2010 00:00,521.49,93797.92
VNINDEX,16/04/2010 00:00,522.03,93797.92
VNINDEX,19/04/2010 00:00,516.74,93797.92
VNINDEX,20/04/2010 00:00,515.2,93797.92
VNINDEX,21/04/2010 00:00,519.7,93797.92
VNINDEX,22/04/2010 00:00,529.31,93797.92
VNINDEX,26/04/2010 00:00,531.21,93797.92
VNINDEX,27/04/2010 00:00,535.72,93797.92
VNINDEX,28/04/2010 00:00,539.2,93797.92
VNINDEX,29/04/2010 00:00,542.37,93797.92
VNINDEX,04/05/2010 00:00,549.12,93797.92
VNINDEX,05/05/2010 00:00,548.01,93333.85
VNINDEX,06/05/2010 00:00,549.51,96397.78
VNINDEX,07/05/2010 00:00,542.03,92995.9
VNINDEX,10/05/2010 00:00,534.38,89304.52
VNINDEX,11/05/2010 00:00,534.36,89616.11
VNINDEX,12/05/2010 00:00,519.6,89616.11
VNINDEX,13/05/2010 00:00,518.93,89616.11
VNINDEX,14/05/2010 00:00,520.72,89616.11
VNINDEX,17/05/2010 00:00,511.27,89616.11
VNINDEX,18/05/2010 00:00,508.3,89616.11
VNINDEX,19/05/2010 00:00,494.9,89616.11
VNINDEX,20/05/2010 00:00,503.55,89616.11
VNINDEX,21/05/2010 00:00,483.69,89616.11
VNINDEX,24/05/2010 00:00,486.19,89616.11
VNINDEX,25/05/2010 00:00,486.25,89616.11
VNINDEX,26/05/2010 00:00,492.69,89616.11
VNINDEX,27/05/2010 00:00,497.16,89616.11
VNINDEX,28/05/2010 00:00,512.99,89616.11
VNINDEX,31/05/2010 00:00,507.44,89616.11
VNINDEX,01/06/2010 00:00,508.68,89616.11
VNINDEX,02/06/2010 00:00,510.74,92322.56
VNINDEX,03/06/2010 00:00,511.16,93125.05
VNINDEX,04/06/2010 00:00,510.37,93089.57
VNINDEX,07/06/2010 00:00,496.89,88491.06
VNINDEX,08/06/2010 00:00,497.19,88059.98
VNINDEX,09/06/2010 00:00,497.56,88592.91
VNINDEX,10/06/2010 00:00,500.51,89752.72
VNINDEX,11/06/2010 00:00,504.29,92874.93
VNINDEX,14/06/2010 00:00,508.32,96859.88
VNINDEX,15/06/2010 00:00,508.01,98056.12
VNINDEX,16/06/2010 00:00,510.72,100943.4
VNINDEX,17/06/2010 00:00,510.76,98478.92
VNINDEX,18/06/2010 00:00,511.18,99375.88
VNINDEX,21/06/2010 00:00,514.75,102700.63
VNINDEX,22/06/2010 00:00,512.63,101545.33
VNINDEX,23/06/2010 00:00,512.82,102704.1
VNINDEX,24/06/2010 00:00,511.67,101844.77
VNINDEX,25/06/2010 00:00,505.12,97262.77
VNINDEX,28/06/2010 00:00,507.28,96800.07
VNINDEX,29/06/2010 00:00,510.71,96078.24
VNINDEX,30/06/2010 00:00,507.14,92844.47
VNINDEX,01/07/2010 00:00,504.02,92422.87
VNINDEX,02/07/2010 00:00,503.65,95448.88
VNINDEX,05/07/2010 00:00,506.54,97359.48
VNINDEX,06/07/2010 00:00,500.82,94443.73
VNINDEX,07/07/2010 00:00,496.91,95806.85
VNINDEX,08/07/2010 00:00,498.55,95806.85
VNINDEX,09/07/2010 00:00,499.46,95806.85
VNINDEX,12/07/2010 00:00,499.93,95806.85
VNINDEX,13/07/2010 00:00,509.08,95806.85
VNINDEX,14/07/2010 00:00,507.34,95806.85
VNINDEX,15/07/2010 00:00,505.19,95806.85
VNINDEX,16/07/2010 00:00,506.21,95806.85
VNINDEX,19/07/2010 00:00,506.84,95806.85
VNINDEX,20/07/2010 00:00,506.56,95806.85
VNINDEX,21/07/2010 00:00,505.4,95806.85
VNINDEX,22/07/2010 00:00,500.28,95806.85
VNINDEX,23/07/2010 00:00,500.31,95806.85
VNINDEX,26/07/2010 00:00,498.1,95806.85
VNINDEX,27/07/2010 00:00,497.67,95806.85
VNINDEX,28/07/2010 00:00,491,95806.85
VNINDEX,29/07/2010 00:00,491.11,95806.85
VNINDEX,30/07/2010 00:00,493.91,95806.85
VNINDEX,02/08/2010 00:00,491.61,95806.85
VNINDEX,03/08/2010 00:00,491.9,95806.85
VNINDEX,04/08/2010 00:00,486.71,95806.85
VNINDEX,05/08/2010 00:00,486.21,95806.85
VNINDEX,06/08/2010 00:00,482.82,95806.85
VNINDEX,09/08/2010 00:00,472.74,95806.85
VNINDEX,10/08/2010 00:00,461.67,95806.85
VNINDEX,11/08/2010 00:00,463.12,95806.85
VNINDEX,12/08/2010 00:00,448.4,95806.85
VNINDEX,13/08/2010 00:00,452.73,95806.85
VNINDEX,16/08/2010 00:00,464.76,95806.85
VNINDEX,17/08/2010 00:00,463.52,95806.85
VNINDEX,18/08/2010 00:00,455.49,95806.85
VNINDEX,19/08/2010 00:00,452.23,95806.85
VNINDEX,20/08/2010 00:00,454.84,95806.85
VNINDEX,23/08/2010 00:00,447.92,95806.85
VNINDEX,24/08/2010 00:00,434.42,95806.85
VNINDEX,25/08/2010 00:00,423.89,95806.85
VNINDEX,26/08/2010 00:00,427.07,95806.85
VNINDEX,27/08/2010 00:00,429.14,95806.85
VNINDEX,30/08/2010 00:00,444.55,95806.85
VNINDEX,31/08/2010 00:00,455.08,95806.85
VNINDEX,01/09/2010 00:00,458.75,95806.85
VNINDEX,06/09/2010 00:00,466,96204.55
VNINDEX,07/09/2010 00:00,460.59,101209.54
VNINDEX,08/09/2010 00:00,458.44,101862.51
VNINDEX,09/09/2010 00:00,463.68,105647.64
VNINDEX,10/09/2010 00:00,451.39,102058.76
VNINDEX,13/09/2010 00:00,447.27,97792.95
VNINDEX,14/09/2010 00:00,449.01,98715.97
VNINDEX,15/09/2010 00:00,448.72,94433.97
VNINDEX,16/09/2010 00:00,449.52,95290.41
VNINDEX,17/09/2010 00:00,457.58,99751.7
VNINDEX,20/09/2010 00:00,457.87,103236.27
VNINDEX,21/09/2010 00:00,453.32,103223.09
VNINDEX,22/09/2010 00:00,453.9,103571.3
VNINDEX,23/09/2010 00:00,450.77,102153.32
VNINDEX,24/09/2010 00:00,449.71,101665.75
VNINDEX,27/09/2010 00:00,450.2,102248.06
VNINDEX,28/09/2010 00:00,455.13,102166.59
VNINDEX,29/09/2010 00:00,452.94,98664.34
VNINDEX,30/09/2010 00:00,454.52,97968.41
VNINDEX,01/10/2010 00:00,451.71,99418.86
VNINDEX,04/10/2010 00:00,445.83,95758.51
VNINDEX,05/10/2010 00:00,450.96,94347.55
VNINDEX,06/10/2010 00:00,460.72,94347.55
VNINDEX,07/10/2010 00:00,462.05,94347.55
VNINDEX,08/10/2010 00:00,459.26,94347.55
VNINDEX,11/10/2010 00:00,459.32,94347.55
VNINDEX,12/10/2010 00:00,454.32,94347.55
VNINDEX,13/10/2010 00:00,457.7,94347.55
VNINDEX,14/10/2010 00:00,458.66,94347.55
VNINDEX,15/10/2010 00:00,458.39,94347.55
VNINDEX,18/10/2010 00:00,457.59,94347.55
VNINDEX,19/10/2010 00:00,454.25,94347.55
VNINDEX,20/10/2010 00:00,442.17,94347.55
VNINDEX,21/10/2010 00:00,445.05,94347.55
VNINDEX,22/10/2010 00:00,445.21,94347.55
VNINDEX,25/10/2010 00:00,448.61,94347.55
VNINDEX,26/10/2010 00:00,455.12,94347.55
VNINDEX,27/10/2010 00:00,450.01,94347.55
VNINDEX,28/10/2010 00:00,450.07,94347.55
VNINDEX,29/10/2010 00:00,452.63,94347.55
VNINDEX,01/11/2010 00:00,451.06,94347.55
VNINDEX,02/11/2010 00:00,446.3,94347.55
VNINDEX,03/11/2010 00:00,444.16,94347.55
VNINDEX,04/11/2010 00:00,448.95,94347.55
VNINDEX,05/11/2010 00:00,457.27,94347.55
VNINDEX,08/11/2010 00:00,457.13,94347.55
VNINDEX,09/11/2010 00:00,449.4,94347.55
VNINDEX,10/11/2010 00:00,451.26,94347.55
VNINDEX,11/11/2010 00:00,446.69,94347.55
VNINDEX,12/11/2010 00:00,441.6,94347.55
VNINDEX,15/11/2010 00:00,433.54,94347.55
VNINDEX,16/11/2010 00:00,426.89,94347.55
VNINDEX,17/11/2010 00:00,425.5,94347.55
VNINDEX,18/11/2010 00:00,430.72,94347.55
VNINDEX,19/11/2010 00:00,426.51,94347.55
VNINDEX,22/11/2010 00:00,426.19,94347.55
VNINDEX,23/11/2010 00:00,430.81,94347.55
VNINDEX,24/11/2010 00:00,434.48,94347.55
VNINDEX,25/11/2010 00:00,439.85,94347.55
VNINDEX,26/11/2010 00:00,439.94,94347.55
VNINDEX,29/11/2010 00:00,446.36,94347.55
VNINDEX,30/11/2010 00:00,451.59,94347.55
VNINDEX,01/12/2010 00:00,449.93,94347.55
VNINDEX,02/12/2010 00:00,457.42,96976.59
VNINDEX,03/12/2010 00:00,464.35,100124.03
VNINDEX,06/12/2010 00:00,465.56,100173
VNINDEX,07/12/2010 00:00,460.76,99641.52
VNINDEX,08/12/2010 00:00,452.83,96981.89
VNINDEX,09/12/2010 00:00,460.45,99923.91
VNINDEX,10/12/2010 00:00,473.06,104792.73
VNINDEX,13/12/2010 00:00,490.22,109136.59
VNINDEX,14/12/2010 00:00,489.65,106547.11
VNINDEX,15/12/2010 00:00,493.47,106326.23
VNINDEX,16/12/2010 00:00,480.21,101994.45
VNINDEX,17/12/2010 00:00,485.29,104137.24
VNINDEX,20/12/2010 00:00,478.29,100659.87
